WORDS,X,Y,COLOR
climate,7.887077248023079,5.430070727812001,green
change,7.7415449604615825,5.385091750594831,green
climate,8.148424499754245,5.612351035691996,blue
change,8.01518354681495,5.573716900948023,blue
climate,7.627080318379161,5.716621253405994,red
change,7.468795224312591,5.667574931880108,red
